"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.09.2011 06:00";"16.3";"755.7";"757.9";"";"61";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.8";"";"";"";"";"";"";
"10.09.2011 03:00";"17.0";"755.0";"757.1";"";"49";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"6.1";"";"";"";"";"";"";
"10.09.2011 00:00";"18.2";"755.6";"757.7";"";"45";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.2";"";"";"";"";"";"";
"09.09.2011 21:00";"20.1";"755.8";"758.0";"";"45";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"14.9";"25.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.8";"";"";"";"";"";"";
"09.09.2011 18:00";"23.4";"754.9";"757.0";"";"27";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"3.5";"";"";"";"";"";"";
"09.09.2011 15:00";"23.9";"755.8";"758.1";"";"27";"Wind blowing from the north-west";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.0";"";"";"";"";"";"";
"09.09.2011 12:00";"20.1";"758.4";"760.6";"";"46";"Wind blowing from the north-northwest";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"8.1";"";"";"";"";"";"";
"09.09.2011 09:00";"14.9";"758.5";"760.7";"";"53";"Wind blowing from the north-northwest";"3";"";"";"70 – 80%.";" ";"";"";"11.7";"16.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"5.3";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"09.09.2011 06:00";"13.3";"757.5";"759.8";"";"50";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.1";"";"";"";"";"";"";
"09.09.2011 03:00";"12.0";"758.1";"760.4";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"09.09.2011 00:00";"14.7";"758.8";"761.1";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.0";"";"";"";"";"";"";
"08.09.2011 21:00";"15.5";"758.7";"760.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.8";"24.5";"";"";"";"";"";"10.0";"5.3";"";"";"";"";"";"";
"08.09.2011 18:00";"21.6";"758.2";"760.4";"";"30";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.5";"";"";"";"";"";"";
